Name,Price,Rating,Processor,RAM,Storage,Operating_System,Other_Spec,URL,Description
Apple MacBook Pro Apple M3,158990.0,5.0,Unknown,8 GB,1 TB SSD,macOS,Unknown,https://www.flipkart.com/apple-macbook-pro-m3-8-gb-1-tb-ssd-macos-sonoma-mr7k3hn-a/p/itmcd041a34ee857?pid=COMGUTX7VWJBGPCZ&lid=LSTCOMGUTX7VWJBGPCZ1DIQ1B&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_833&otracker=search&fm=organic&iid=4f0d36b3-ee14-4e24-85f8-de430dcff482.COMGUTX7VWJBGPCZ.SEARCH&ppt=None&ppn=None&ssid=l1fh3oe5ww0000001746640445102&qH=c06ea84a1e3dc3c6,"8 GB, 1 TB SSD, macOS"
Apple MacBook Pro Apple M3,149900.0,4.6,Unknown,8 GB,512 GB SSD,macOS,Unknown,https://www.flipkart.com/apple-macbook-pro-m3-8-gb-512-gb-ssd-macos-sonoma-mtl73hn-a/p/itmcd041a34ee857?pid=COMGUTX8HH4XNDZ7&lid=LSTCOMGUTX8HH4XNDZ7T9BEEP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_834&otracker=search&fm=organic&iid=4f0d36b3-ee14-4e24-85f8-de430dcff482.COMGUTX8HH4XNDZ7.SEARCH&ppt=None&ppn=None&ssid=l1fh3oe5ww0000001746640445102&qH=c06ea84a1e3dc3c6,"8 GB, 512 GB SSD, macOS"
HP 250 G9,39990.0,4.0,Intel Core i3 12th Gen,8 GB,512 GB SSD,DOS,Unknown,https://www.flipkart.com/hp-250-g9-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-dos-7m659pa-laptop/p/itma488dac338fb5?pid=COMGQKM4H9PNPWDF&lid=LSTCOMGQKM4H9PNPWDFAIKLRT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_835&otracker=search&fm=organic&iid=4f0d36b3-ee14-4e24-85f8-de430dcff482.COMGQKM4H9PNPWDF.SEARCH&ppt=None&ppn=None&ssid=l1fh3oe5ww0000001746640445102&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, DOS"
Acer Aspire 5 Backlit,44990.0,4.0,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-aspire-5-backlit-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-a515-58m-thin-light-laptop/p/itm4285f066ed3a8?pid=COMH46GJEQWVC7GG&lid=LSTCOMH46GJEQWVC7GG6L0KHF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_836&otracker=search&fm=organic&iid=4f0d36b3-ee14-4e24-85f8-de430dcff482.COMH46GJEQWVC7GG.SEARCH&ppt=None&ppn=None&ssid=l1fh3oe5ww0000001746640445102&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
HP,49999.0,3.0,AMD Ryzen 5,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-amd-ryzen-5-octa-core-16-gb-512-gb-ssd-windows-11-home-15-eh2047au-laptop/p/itmd03cc8dd8cb0e?pid=COMGU3JBZDHV7HFG&lid=LSTCOMGU3JBZDHV7HFGEOYQOE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_839&otracker=search&fm=organic&iid=4f0d36b3-ee14-4e24-85f8-de430dcff482.COMGU3JBZDHV7HFG.SEARCH&ppt=None&ppn=None&ssid=l1fh3oe5ww0000001746640445102&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5, 16 GB, 512 GB SSD, Windows 11 Home"
Apple MacBook Pro Apple M3 Pro,186990.0,4.8,Unknown,18 GB,512 GB SSD,macOS,Unknown,https://www.flipkart.com/apple-macbook-pro-m3-18-gb-512-gb-ssd-macos-sonoma-mrx63hn-a/p/itmcd041a34ee857?pid=COMGUTX8ABUHZXJY&lid=LSTCOMGUTX8ABUHZXJYMBE0G8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_840&otracker=search&fm=organic&iid=4f0d36b3-ee14-4e24-85f8-de430dcff482.COMGUTX8ABUHZXJY.SEARCH&ppt=None&ppn=None&ssid=l1fh3oe5ww0000001746640445102&qH=c06ea84a1e3dc3c6,"18 GB, 512 GB SSD, macOS"
ASUS ROG Zephyrus G16,192500.0,4.2,Unknown,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-rog-zephyrus-g16-amd-ryzen-ai-9-12-core-hx-370-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-ga605wv-qp478ws-gaming-laptop/p/itmde78f2e1c4a8e?pid=COMH9499G2QNQDGV&lid=LSTCOMH9499G2QNQDGV9GLWTU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_843&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMH9499G2QNQDGV.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"16 GB, 1 TB SSD, Windows 11 Home"
HP 255 G9,22490.0,4.0,Unknown,4 GB,256 GB SSD,DOS,['Thin and Light'],https://www.flipkart.com/hp-255-g9-amd-athlon-dual-core-silver-3050u-4-gb-256-gb-ssd-dos-thin-light-laptop/p/itmffac8a2b263c2?pid=COMGQRK4BKTZK5CC&lid=LSTCOMGQRK4BKTZK5CCEROHZO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_845&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMGQRK4BKTZK5CC.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"4 GB, 256 GB SSD, DOS, Thin and Light"
ASUS,57990.0,4.2,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-k3605zf-mb522ws-laptop/p/itme304c469918e6?pid=COMGXX5VYATNTZDG&lid=LSTCOMGXX5VYATNTZDGWO1JB7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_849&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMGXX5VYATNTZDG.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Gaming 3,68990.0,4.2,AMD Ryzen 5 5500H,8 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-5-quad-core-5500h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15ach6-laptop/p/itm2a46b1c472cac?pid=COMGSYYS4NDGGPPA&lid=LSTCOMGSYYS4NDGGPPACQGPM5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_853&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMGSYYS4NDGGPPA.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5500H, 8 GB, 512 GB SSD, Windows 11 Home, Gaming"
DELL Inspiron 3520,36890.0,4.3,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-3520-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-new-15-laptop-thin-light/p/itm108ece6bfe39a?pid=COMGJ75HJGFDJ6JN&lid=LSTCOMGJ75HJGFDJ6JNAAYV5Z&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_854&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMGJ75HJGFDJ6JN.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
ASUS TUF Gaming A15 with 90Whr Battery,83990.0,4.4,AMD Ryzen 7 5800H,16 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/asus-tuf-gaming-a15-90whr-battery-amd-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-fa506qm-hn008w-laptop/p/itm69c384a52cfb3?pid=COMGGYY3RQKKKVKS&lid=LSTCOMGGYY3RQKKKVKSGUBIAO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_855&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMGGYY3RQKKKVKS.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 5800H, 16 GB, 512 GB SSD, Windows 11 Home, Gaming"
HP 250 G9,55000.0,4.4,Intel Core i5 12th Gen,8 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/hp-250-g9-intel-core-i5-12th-gen-generation-i5-1235u-processor-8-gb-512-gb-ssd-windows-11-home-7n179pa-business-laptop/p/itma488dac338fb5?pid=COMGQHX9DFAQQFD3&lid=LSTCOMGQHX9DFAQQFD3KXF7KW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_863&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMGQHX9DFAQQFD3.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD"
HP,52999.0,4.2,AMD Ryzen 7 5700U,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-14s-fy1005au-thin-light-laptop/p/itm85aa5e3547575?pid=COMGG3S9SZMBSGBY&lid=LSTCOMGG3S9SZMBSGBYMF5RIT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_864&otracker=search&fm=organic&iid=b1a3a3c2-b638-4d89-a276-fac0d0cee8d8.COMGG3S9SZMBSGBY.SEARCH&ppt=None&ppn=None&ssid=4vi7nvmsts0000001746640488124&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 5700U, 16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
MSI Katana 17,97990.0,4.6,Intel Core i7 13th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-katana-17-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-144-hz-b13vek-254in-gaming-laptop/p/itm0fcd6b60bf584?pid=COMGMGSJYJE8PGEA&lid=LSTCOMGMGSJYJE8PGEAWH6QQH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_865&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGMGSJYJE8PGEA.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
Lenovo Ideapad Slim 3i,46941.0,3.6,Intel Core i5 11th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-3i-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-3-thin-light-laptop/p/itm4a1dfc32cc4a9?pid=COMG5CM5GX4PHVZF&lid=LSTCOMG5CM5GX4PHVZFLSPCY9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_866&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMG5CM5GX4PHVZF.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Acer Aspire 3,31990.0,4.2,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-laptop/p/itm4fba41d753951?pid=COMGVFZJ9QJJDECG&lid=LSTCOMGVFZJ9QJJDECGVNUWLJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_869&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGVFZJ9QJJDECG.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Gaming 3,65000.0,4.0,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15iah7-laptop/p/itmdfcda2ed0d444?pid=COMGVQ2YHXMQ2TNG&lid=LSTCOMGVQ2YHXMQ2TNGCNGOPP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_870&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGVQ2YHXMQ2TNG.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home, Gaming"
DELL Inspiron,42999.0,3.9,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm03c6be5387f1b?pid=COMGMEQJGAYBY8YN&lid=LSTCOMGMEQJGAYBY8YN0SXGHK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_873&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGMEQJGAYBY8YN.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
"ASUS Vivobook 16X For Creator,",86599.0,4.3,Intel Core i7 12th Gen,16 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/asus-vivobook-16x-creator-intel-h-series-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-120-hz-50-tgp-k3605zu-mb741ws-gaming-laptop/p/itmbe4f3a5e6d4c9?pid=COMGPNG4MJZPMSTG&lid=LSTCOMGPNG4MJZPMSTGVLXEJB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_874&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGPNG4MJZPMSTG.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 512 GB SSD"
DELL,52399.0,4.0,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/dell-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-vostro-3530-thin-light-laptop/p/itm004d57924c22f?pid=COMHF2JYNVUNJ4NM&lid=LSTCOMHF2JYNVUNJ4NMCGOIMG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_875&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMHF2JYNVUNJ4NM.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
ASUS TUF Gaming F17,96190.0,4.4,Intel Core i7 12th Gen,16 GB,1 TB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/asus-tuf-gaming-f17-intel-core-i7-12th-gen-12700h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-144-hz-fx777ze-hx052ws-laptop/p/itmc3600f8877d0d?pid=COMGE73K67XVZMF8&lid=LSTCOMGE73K67XVZMF8UN4ENV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_876&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGE73K67XVZMF8.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 1 TB SSD, Windows 11 Home, Gaming"
Acer ALG Gaming,77990.0,4.2,Intel Core i7 13th Gen,16 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/acer-alg-gaming-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-144-hz-al15g-53-laptop/p/itmff0a753f8924d?pid=COMH5F5SFAHJJX2Q&lid=LSTCOMH5F5SFAHJJX2QKE1SYD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_879&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMH5F5SFAHJJX2Q.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home, Gaming"
ASUS Vivobook 15,55399.0,4.2,Intel Core i7 11th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-15-intel-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-11-home-x515ea-ej701ws-thin-light-laptop/p/itmee696f665be05?pid=COMGJTC4GY5PV8PD&lid=LSTCOMGJTC4GY5PV8PD4NRNWY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_880&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGJTC4GY5PV8PD.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i7 11th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Avita Liber E,31990.0,3.4,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/avita-liber-e-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-am14a2inf56f-chf-thin-light-laptop/p/itm96c5c52be5f5d?pid=COMGZW3RD6FGDQ6U&lid=LSTCOMGZW3RD6FGDQ6UNOCZY4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_883&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGZW3RD6FGDQ6U.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
ASUS TUF Gaming F15 with 90WHr Battery,113999.0,4.4,Intel Core i7 12th Gen,16 GB,1 TB SSD,Unknown,['Gaming'],https://www.flipkart.com/asus-tuf-gaming-f15-90whr-battery-intel-h-series-core-i7-12th-gen-12700h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-144-hz-95-tgp-fx577ze-hn072ws-laptop/p/itmc3600f8877d0d?pid=COMGZUGT4HV73UV6&lid=LSTCOMGZUGT4HV73UV61NK2VI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_884&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGZUGT4HV73UV6.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 1 TB SSD, Gaming"
HP Victus,78990.0,4.3,AMD Ryzen 7 6800H,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-amd-ryzen-7-octa-core-6800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-16-e1060ax-gaming-laptop/p/itm86ca62161fd3f?pid=COMGFA5FWMCQBXB3&lid=LSTCOMGFA5FWMCQBXB3K01OUK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_885&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGFA5FWMCQBXB3.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 6800H, 16 GB, 512 GB SSD, Windows 11 Home"
ASUS Vivobook Pro 15 OLED For Creator,65990.0,4.3,AMD Ryzen 7 5800H,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-pro-15-oled-creator-amd-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-m6500qfb-lk742ws-gaming-laptop/p/itm543a723ef2bbc?pid=COMGQ9HG2J4XFGTZ&lid=LSTCOMGQ9HG2J4XFGTZUSLDOQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_886&otracker=search&fm=organic&iid=0e0bcb86-9c71-4fa2-9279-197e6c5dc385.COMGQ9HG2J4XFGTZ.SEARCH&ppt=None&ppn=None&ssid=ewwue6mhfk0000001746640530761&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 5800H, 16 GB, 512 GB SSD, Windows 11 Home"
"ASUS Zenbook 14 OLED with Office 2024 + M365 Basic*, AI PC",127923.0,3.3,Intel Core Ultra 7,32 GB,Unknown,Unknown,Unknown,https://www.flipkart.com/asus-zenbook-14-oled-2025-office-2024-m365-basic-ai-pc-intel-core-ultra-7-255h-32-gb-1-tb-ssd-windows-11-home-ux3405ca-pz348ws-thin-light-laptop/p/itmfbbc094660d5e?pid=COMH89EBZHY2QZTF&lid=LSTCOMH89EBZHY2QZTFM2S8I7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_889&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMH89EBZHY2QZTF.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 7, 32 GB"
ASUS TUF Gaming A15,143370.0,5.0,AMD Ryzen 9 8945H,16 GB,1 TB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-9-octa-core-8945h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-fa507ui-lp066ws-laptop/p/itmc24095b76dd1c?pid=COMGZW3F57BZCGQC&lid=LSTCOMGZW3F57BZCGQCVX0JDL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_890&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMGZW3F57BZCGQC.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"AMD Ryzen 9 8945H, 16 GB, 1 TB SSD, Windows 11 Home, Gaming"
HP Pavilion,52990.0,4.3,AMD Ryzen 5 5625U,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-pavilion-amd-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-14-ec1003au-thin-light-laptop/p/itm912983975b3d8?pid=COMGCGSTVVGKQTVA&lid=LSTCOMGCGSTVVGKQTVAJDJONH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_893&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMGCGSTVVGKQTVA.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5625U, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
HP Victus,57990.0,4.2,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Pro,Unknown,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-pro-4-graphics-nvidia-geforce-rtx-2050-15-fa1312tx-gaming-laptop/p/itm3ef6fdacff19e?pid=COMHY8KVCDNXVZH4&lid=LSTCOMHY8KVCDNXVZH4GEPNLP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_894&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMHY8KVCDNXVZH4.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Pro"
ASUS Chromebook,19999.0,3.7,Intel Celeron,4 GB,Unknown,Chrome OS,Unknown,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n3350-4-gb-64-gb-emmc-storage-chrome-os-c423na-bv0523/p/itm05555e6f28339?pid=COMG49CZSTYBPQNX&lid=LSTCOMG49CZSTYBPQNXJSIIKI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_895&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMG49CZSTYBPQNX.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Celeron, 4 GB, Chrome OS"
ASUS ROG Zephyrus G14 with 76WHr Battery,83999.0,4.0,AMD Ryzen 9 5900H,16 GB,1 TB SSD,Unknown,Unknown,https://www.flipkart.com/asus-rog-zephyrus-g14-76whr-battery-amd-ryzen-9-octa-core-5900hs-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-120-hz-75-tgp-ga401qe-k2165ts-gaming-laptop/p/itm44f4f5d2753cd?pid=COMGPNF6QFNHEU9G&lid=LSTCOMGPNF6QFNHEU9GQ2TVAG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_896&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMGPNF6QFNHEU9G.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"AMD Ryzen 9 5900H, 16 GB, 1 TB SSD"
